DayOfWeek,FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,CRSDepTime,CRSArrTime,CRSElapsedTime,Distance,ArrDelay,DelayFactor
2,2015-01-06,UA,N820UA,681,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1227.0,1410.0,163.0,733.0,27.0,WeatherDelay
3,2017-12-20,DL,N608AT,2573,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1412.0,1710.0,118.0,591.0,-4.0,
5,2014-01-17,HA,N493HA,152,OGG,"Kahului, HI",HI,ITO,"Hilo, HI",HI,1322.0,1359.0,37.0,121.0,-7.0,
2,2018-09-11,AA,N820AW,1638,CLE,"Cleveland, OH",OH,CLT,"Charlotte, NC",NC,1532.0,1719.0,107.0,430.0,-15.0,
3,2015-07-15,DL,N324US,1373,TPA,"Tampa, FL",FL,ATL,"Atlanta, GA",GA,1340.0,1520.0,100.0,406.0,60.0,LateAircraftDelay
1,2010-09-06,UA,N839UA,367,IAH,"Houston, TX",TX,DEN,"Denver, CO",CO,1131.0,1258.0,147.0,862.0,47.0,NASDelay
3,2011-01-26,UA,N409UA,699,IAD,"Washington, DC",VA,SJU,"San Juan, PR",PR,819.0,1300.0,221.0,1571.0,115.0,WeatherDelay
7,2016-02-07,AS,N627AS,756,SEA,"Seattle, WA",WA,CHS,"Charleston, SC",SC,825.0,1654.0,329.0,2415.0,-23.0,
2,2011-08-16,YV,N913FJ,2972,LAS,"Las Vegas, NV",NV,SFO,"San Francisco, CA",CA,1435.0,1607.0,92.0,414.0,129.0,WeatherDelay
6,2013-11-09,EV,N14162,4165,CLT,"Charlotte, NC",NC,IAH,"Houston, TX",TX,627.0,820.0,173.0,912.0,-16.0,
7,2016-10-02,DL,N960AT,1582,ATL,"Atlanta, GA",GA,OMA,"Omaha, NE",NE,1529.0,1659.0,150.0,821.0,-20.0,
3,2012-08-08,MQ,N849MQ,3043,LAX,"Los Angeles, CA",CA,SLC,"Salt Lake City, UT",UT,640.0,935.0,115.0,590.0,-14.0,
7,2018-02-04,WN,N8667D,2777,FLL,"Fort Lauderdale, FL",FL,BWI,"Baltimore, MD",MD,1000.0,1230.0,150.0,925.0,-10.0,
2,2010-12-14,FL,N964AT,472,ATL,"Atlanta, GA",GA,BWI,"Baltimore, MD",MD,1015.0,1205.0,110.0,576.0,0.0,
3,2011-10-05,WN,N439WN,1757,MDW,"Chicago, IL",IL,RDU,"Raleigh/Durham, NC",NC,845.0,1130.0,105.0,632.0,-5.0,
1,2016-11-14,AA,N3CRAA,86,PDX,"Portland, OR",OR,ORD,"Chicago, IL",IL,800.0,1402.0,242.0,1739.0,-27.0,
2,2016-09-06,OO,N939SW,5825,ORD,"Chicago, IL",IL,CWA,"Mosinee, WI",WI,2057.0,2200.0,63.0,213.0,121.0,WeatherDelay
1,2018-08-27,EV,N15983,4420,MKE,"Milwaukee, WI",WI,EWR,"Newark, NJ",NJ,710.0,1029.0,139.0,725.0,-25.0,
2,2017-02-28,B6,N179JB,144,CHS,"Charleston, SC",SC,DCA,"Washington, DC",VA,650.0,812.0,82.0,444.0,-7.0,
2,2010-02-02,9E,88089E,3710,EVV,"Evansville, IN",IN,DTW,"Detroit, MI",MI,625.0,856.0,91.0,364.0,-9.0,
3,2017-02-15,WN,N7848A,461,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,1700.0,1820.0,200.0,1246.0,-15.0,
4,2011-07-07,CO,N77258,1860,FLL,"Fort Lauderdale, FL",FL,ORD,"Chicago, IL",IL,1135.0,1340.0,185.0,1182.0,26.0,NASDelay
7,2015-01-25,EV,N22909,3949,ORD,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,1410.0,1605.0,55.0,137.0,61.0,CarrierDelay
1,2010-04-26,WN,N268WN,2819,SMF,"Sacramento, CA",CA,BUR,"Burbank, CA",CA,655.0,805.0,70.0,358.0,89.0,WeatherDelay
6,2019-04-20,DL,N103DU,2128,DFW,"Dallas/Fort Worth, TX",TX,DTW,"Detroit, MI",MI,715.0,1054.0,159.0,986.0,16.0,NASDelay
4,2011-04-14,AA,N565AA,1378,AUS,"Austin, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,1325.0,1430.0,65.0,190.0,-13.0,
4,2016-11-03,AA,N7BAAA,1425,DFW,"Dallas/Fort Worth, TX",TX,MIA,"Miami, FL",FL,1645.0,2035.0,170.0,1121.0,58.0,CarrierDelay
6,2015-02-07,EV,N919EV,5301,ATL,"Atlanta, GA",GA,MGM,"Montgomery, AL",AL,1820.0,1813.0,53.0,147.0,-14.0,
5,2012-01-06,US,N732US,1765,DCA,"Washington, DC",VA,CLT,"Charlotte, NC",NC,1910.0,2040.0,90.0,331.0,-16.0,
2,2016-04-19,AA,N837AW,1987,CLT,"Charlotte, NC",NC,DCA,"Washington, DC",VA,2214.0,2336.0,82.0,331.0,-13.0,
1,2010-02-01,OH,N868CA,6525,JFK,"New York, NY",NY,RIC,"Richmond, VA",VA,1830.0,2031.0,121.0,288.0,-29.0,
2,2015-05-26,WN,N665WN,850,PHX,"Phoenix, AZ",AZ,SAN,"San Diego, CA",CA,1050.0,1200.0,70.0,304.0,-2.0,
1,2012-08-27,MQ,N807MQ,3058,RNO,"Reno, NV",NV,LAX,"Los Angeles, CA",CA,2000.0,2130.0,90.0,391.0,18.0,LateAircraftDelay
1,2012-02-20,AA,N553AA,658,DFW,"Dallas/Fort Worth, TX",TX,DAY,"Dayton, OH",OH,1955.0,2300.0,125.0,861.0,36.0,LateAircraftDelay
3,2017-07-05,WN,N929WN,2471,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,845.0,1005.0,80.0,337.0,17.0,WeatherDelay
3,2019-09-11,OO,N250SY,3516,EUG,"Eugene, OR",OR,SLC,"Salt Lake City, UT",UT,600.0,854.0,114.0,618.0,-2.0,
3,2013-01-23,DL,N3762Y,1871,ATL,"Atlanta, GA",GA,SAT,"San Antonio, TX",TX,1512.0,1659.0,167.0,874.0,-20.0,
2,2014-04-08,AS,N614AS,347,OAK,"Oakland, CA",CA,SEA,"Seattle, WA",WA,1845.0,2040.0,115.0,671.0,-11.0,
2,2013-07-09,9E,N602LR,3384,DTW,"Detroit, MI",MI,IAH,"Houston, TX",TX,1226.0,1421.0,175.0,1075.0,-3.0,
3,2016-05-18,EV,N391CA,5404,ATL,"Atlanta, GA",GA,LEX,"Lexington, KY",KY,1006.0,1118.0,72.0,304.0,146.0,CarrierDelay
3,2019-02-13,YX,N867RW,5925,DCA,"Washington, DC",VA,JFK,"New York, NY",NY,1701.0,1840.0,99.0,213.0,26.0,NASDelay
7,2019-03-17,AA,N9004F,361,ORD,"Chicago, IL",IL,IND,"Indianapolis, IN",IN,1851.0,2053.0,62.0,177.0,116.0,LateAircraftDelay
3,2010-04-28,UA,N459UA,497,ORD,"Chicago, IL",IL,IAH,"Houston, TX",TX,1734.0,2020.0,166.0,925.0,-8.0,
1,2019-07-29,B6,N968JT,2201,FLL,"Fort Lauderdale, FL",FL,LAX,"Los Angeles, CA",CA,2211.0,34.0,323.0,2343.0,113.0,CarrierDelay
1,2015-03-23,WN,N369SW,2591,PHX,"Phoenix, AZ",AZ,SJC,"San Jose, CA",CA,2105.0,2255.0,110.0,621.0,23.0,LateAircraftDelay
3,2016-02-03,DL,N956AT,1193,GSO,"Greensboro/High Point, NC",NC,ATL,"Atlanta, GA",GA,815.0,945.0,90.0,306.0,28.0,NASDelay
6,2010-07-31,MQ,N657MQ,4022,ORD,"Chicago, IL",IL,JAX,"Jacksonville, FL",FL,1320.0,1645.0,145.0,865.0,22.0,CarrierDelay
7,2010-05-30,MQ,N669MQ,3416,ABI,"Abilene, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,635.0,725.0,50.0,158.0,-10.0,
5,2010-05-28,9E,87459E,4077,DTW,"Detroit, MI",MI,ATW,"Appleton, WI",WI,1540.0,1555.0,75.0,297.0,33.0,CarrierDelay
7,2019-12-22,WN,N8324A,5080,LAS,"Las Vegas, NV",NV,TPA,"Tampa, FL",FL,1750.0,55.0,245.0,1984.0,40.0,CarrierDelay
5,2016-04-15,AA,N556UW,575,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,1335.0,1411.0,156.0,868.0,-8.0,
5,2010-08-06,US,N657AW,465,CLT,"Charlotte, NC",NC,SFO,"San Francisco, CA",CA,735.0,959.0,324.0,2296.0,-7.0,
3,2013-01-23,US,N427US,1588,CLT,"Charlotte, NC",NC,PVD,"Providence, RI",RI,955.0,1155.0,120.0,683.0,51.0,CarrierDelay
5,2018-07-27,OO,N153SY,5549,SFO,"San Francisco, CA",CA,ACV,"Arcata/Eureka, CA",CA,920.0,1043.0,83.0,250.0,-6.0,
6,2012-09-29,AA,N3HGAA,466,IAH,"Houston, TX",TX,MIA,"Miami, FL",FL,600.0,920.0,140.0,964.0,-7.0,
6,2010-10-02,9E,89249E,3800,IND,"Indianapolis, IN",IN,DCA,"Washington, DC",VA,710.0,851.0,101.0,499.0,33.0,CarrierDelay
1,2011-12-26,FL,N267AT,777,ATL,"Atlanta, GA",GA,LAS,"Las Vegas, NV",NV,1045.0,1220.0,275.0,1747.0,-21.0,
4,2019-06-06,OO,N184SY,3352,PDX,"Portland, OR",OR,MCI,"Kansas City, MO",MO,745.0,1315.0,210.0,1482.0,-7.0,
6,2013-10-19,MQ,N613MQ,3562,ATL,"Atlanta, GA",GA,MIA,"Miami, FL",FL,1610.0,1810.0,120.0,594.0,-6.0,
7,2017-01-22,DL,N962DN,1118,ATL,"Atlanta, GA",GA,DEN,"Denver, CO",CO,1340.0,1507.0,207.0,1199.0,-22.0,
2,2013-03-12,UA,N87513,1250,PIT,"Pittsburgh, PA",PA,ORD,"Chicago, IL",IL,914.0,955.0,101.0,413.0,-14.0,
3,2018-02-21,YV,N914FJ,5718,DFW,"Dallas/Fort Worth, TX",TX,JAN,"Jackson/Vicksburg, MS",MS,2035.0,2159.0,84.0,408.0,57.0,WeatherDelay
2,2015-03-31,OO,N913EV,7383,CPR,"Casper, WY",WY,SLC,"Salt Lake City, UT",UT,1300.0,1423.0,83.0,320.0,-11.0,
2,2012-03-13,DL,N727TW,1210,SFO,"San Francisco, CA",CA,JFK,"New York, NY",NY,630.0,1459.0,329.0,2586.0,-12.0,
6,2017-11-25,AA,N803AA,1709,SJC,"San Jose, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1015.0,1543.0,208.0,1438.0,-25.0,
1,2013-10-14,9E,N8623A,3992,DTW,"Detroit, MI",MI,IAD,"Washington, DC",VA,1727.0,1858.0,91.0,383.0,-8.0,
1,2019-06-24,AA,N986AN,1277,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,1641.0,2054.0,193.0,1197.0,57.0,WeatherDelay
4,2011-03-03,US,N667AW,488,SFO,"San Francisco, CA",CA,PHX,"Phoenix, AZ",AZ,910.0,1207.0,117.0,651.0,-4.0,
1,2015-12-28,NK,N605NK,176,LAS,"Las Vegas, NV",NV,MSP,"Minneapolis, MN",MN,839.0,1341.0,182.0,1299.0,163.0,LateAircraftDelay
2,2017-01-24,UA,N24702,1252,IAH,"Houston, TX",TX,EGE,"Eagle, CO",CO,1140.0,1341.0,181.0,934.0,-29.0,
2,2011-10-25,WN,N468WN,1765,LAS,"Las Vegas, NV",NV,RDU,"Raleigh/Durham, NC",NC,1645.0,20.0,275.0,2026.0,-16.0,
4,2015-03-12,OO,N825SK,4529,BOI,"Boise, ID",ID,SLC,"Salt Lake City, UT",UT,1145.0,1254.0,69.0,290.0,-11.0,
2,2012-12-11,UA,N411UA,221,IAD,"Washington, DC",VA,ORD,"Chicago, IL",IL,1150.0,1250.0,120.0,589.0,16.0,CarrierDelay
7,2010-03-14,WN,N365SW,1125,MDW,"Chicago, IL",IL,OMA,"Omaha, NE",NE,2030.0,2155.0,85.0,423.0,65.0,CarrierDelay
7,2015-10-25,WN,N223WN,2840,SAT,"San Antonio, TX",TX,MDW,"Chicago, IL",IL,1745.0,2025.0,160.0,1036.0,-4.0,
2,2010-10-19,HA,N484HA,378,LIH,"Lihue, HI",HI,HNL,"Honolulu, HI",HI,2110.0,2140.0,30.0,102.0,-4.0,
2,2016-09-13,UA,N69810,403,IAD,"Washington, DC",VA,DEN,"Denver, CO",CO,827.0,1021.0,234.0,1452.0,-15.0,
2,2015-12-29,WN,N438WN,722,AUS,"Austin, TX",TX,BOS,"Boston, MA",MA,1200.0,1640.0,220.0,1698.0,72.0,LateAircraftDelay
4,2018-02-08,AS,N307AS,335,OAK,"Oakland, CA",CA,SEA,"Seattle, WA",WA,1244.0,1447.0,123.0,672.0,-11.0,
7,2015-02-08,WN,N7705A,2266,BWI,"Baltimore, MD",MD,BOS,"Boston, MA",MA,2215.0,2335.0,80.0,369.0,0.0,
1,2016-09-12,DL,N853DN,17,DTW,"Detroit, MI",MI,SEA,"Seattle, WA",WA,1218.0,1411.0,293.0,1927.0,-10.0,
6,2017-06-10,OO,N203SY,5370,DSM,"Des Moines, IA",IA,DEN,"Denver, CO",CO,1330.0,1430.0,120.0,589.0,-17.0,
5,2017-08-11,B6,N629JB,179,LAS,"Las Vegas, NV",NV,LGB,"Long Beach, CA",CA,1941.0,2044.0,63.0,231.0,25.0,LateAircraftDelay
7,2016-05-01,WN,N7712G,529,DAL,"Dallas, TX",TX,DCA,"Washington, DC",VA,640.0,1025.0,165.0,1184.0,-13.0,
7,2015-09-27,OO,N929SW,6404,EUG,"Eugene, OR",OR,SFO,"San Francisco, CA",CA,1040.0,1218.0,98.0,451.0,-13.0,
5,2013-03-01,MQ,N932MQ,4037,ORD,"Chicago, IL",IL,PIT,"Pittsburgh, PA",PA,700.0,925.0,85.0,413.0,22.0,NASDelay
5,2019-05-31,UA,N17719,276,IAH,"Houston, TX",TX,AUS,"Austin, TX",TX,1005.0,1103.0,58.0,140.0,60.0,LateAircraftDelay
4,2010-12-09,FL,N169AT,335,PHL,"Philadelphia, PA",PA,ATL,"Atlanta, GA",GA,1146.0,1404.0,138.0,665.0,22.0,LateAircraftDelay
6,2017-06-17,B6,N571JB,726,LGB,"Long Beach, CA",CA,SJC,"San Jose, CA",CA,2053.0,2203.0,70.0,324.0,-4.0,
4,2018-10-11,UA,N33286,1498,CLE,"Cleveland, OH",OH,IAD,"Washington, DC",VA,1435.0,1558.0,83.0,288.0,-7.0,
6,2013-07-20,WN,N8320J,1398,DEN,"Denver, CO",CO,LAX,"Los Angeles, CA",CA,1200.0,1325.0,145.0,862.0,-1.0,
5,2018-01-26,WN,N456WN,1921,CLE,"Cleveland, OH",OH,ATL,"Atlanta, GA",GA,740.0,940.0,120.0,554.0,-22.0,
7,2015-04-19,DL,N1402A,1792,ATL,"Atlanta, GA",GA,SAN,"San Diego, CA",CA,1626.0,1818.0,292.0,1892.0,-11.0,
6,2017-11-18,F9,N311FR,1144,LAS,"Las Vegas, NV",NV,SAT,"San Antonio, TX",TX,1525.0,2003.0,158.0,1069.0,-22.0,
7,2015-08-09,EV,N937EV,5183,ATL,"Atlanta, GA",GA,MGM,"Montgomery, AL",AL,1500.0,1456.0,56.0,147.0,-2.0,
6,2017-05-13,HA,N476HA,368,HNL,"Honolulu, HI",HI,KOA,"Kona, HI",HI,816.0,902.0,46.0,163.0,0.0,
3,2016-07-20,DL,N343NW,1131,LGA,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,1150.0,1515.0,205.0,1076.0,-24.0,
7,2011-03-20,AA,N4YEAA,1402,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,2025.0,2340.0,135.0,936.0,23.0,WeatherDelay
3,2013-06-05,DL,N635DL,116,DTW,"Detroit, MI",MI,ATL,"Atlanta, GA",GA,1345.0,1544.0,119.0,594.0,-2.0,
2,2013-04-09,9E,N8409N,3932,GRR,"Grand Rapids, MI",MI,CVG,"Cincinnati, OH",KY,940.0,1051.0,71.0,268.0,-9.0,
5,2015-12-25,WN,N714CB,5003,MSY,"New Orleans, LA",LA,TPA,"Tampa, FL",FL,935.0,1200.0,85.0,488.0,21.0,CarrierDelay
5,2016-12-30,NK,N658NK,301,BWI,"Baltimore, MD",MD,FLL,"Fort Lauderdale, FL",FL,635.0,914.0,159.0,925.0,-11.0,
7,2011-10-02,DL,N929DL,1907,MEM,"Memphis, TN",TN,ATL,"Atlanta, GA",GA,600.0,819.0,79.0,332.0,-8.0,
4,2018-11-29,MQ,N841AE,3546,LGA,"New York, NY",NY,ROA,"Roanoke, VA",VA,1141.0,1337.0,116.0,405.0,22.0,WeatherDelay
7,2018-12-30,OO,N449SW,3752,DTW,"Detroit, MI",MI,AZO,"Kalamazoo, MI",MI,1605.0,1710.0,65.0,113.0,46.0,WeatherDelay
1,2011-08-22,OO,N235SW,6282,IYK,"Inyokern, CA",CA,LAX,"Los Angeles, CA",CA,1203.0,1300.0,57.0,123.0,-2.0,
6,2010-07-31,WN,N656SW,1529,RSW,"Fort Myers, FL",FL,STL,"St. Louis, MO",MO,1640.0,1815.0,155.0,979.0,-3.0,
7,2014-05-18,WN,N273WN,250,MCO,"Orlando, FL",FL,DEN,"Denver, CO",CO,1840.0,2045.0,245.0,1546.0,-1.0,
3,2013-09-18,AA,N456AA,2224,LAS,"Las Vegas, NV",NV,ORD,"Chicago, IL",IL,1230.0,1810.0,220.0,1514.0,-20.0,
5,2016-10-14,AA,N3CGAA,2533,FAT,"Fresno, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1252.0,1811.0,199.0,1313.0,-3.0,
4,2016-06-23,WN,N644SW,1693,HOU,"Houston, TX",TX,TUL,"Tulsa, OK",OK,615.0,735.0,80.0,453.0,-9.0,
3,2019-11-27,DL,N6707A,1572,TPA,"Tampa, FL",FL,ATL,"Atlanta, GA",GA,948.0,1119.0,91.0,406.0,-10.0,
5,2016-04-01,OO,N965SW,5111,SFO,"San Francisco, CA",CA,OTH,"North Bend/Coos Bay, OR",OR,1224.0,1357.0,93.0,412.0,-7.0,
1,2016-07-04,AA,N171US,889,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,2233.0,2256.0,143.0,868.0,190.0,WeatherDelay
1,2010-11-29,OO,N297SW,7812,RKS,"Rock Springs, WY",WY,GCC,"Gillette, WY",WY,2059.0,2209.0,70.0,261.0,37.0,LateAircraftDelay
7,2014-11-30,OO,N822SK,4585,SLC,"Salt Lake City, UT",UT,MSN,"Madison, WI",WI,1403.0,1750.0,167.0,1174.0,-24.0,
5,2016-06-03,AA,N3EMAA,1277,ORD,"Chicago, IL",IL,CLT,"Charlotte, NC",NC,1825.0,2123.0,118.0,599.0,18.0,LateAircraftDelay
5,2012-05-25,WN,N462WN,455,RNO,"Reno, NV",NV,PDX,"Portland, OR",OR,2015.0,2140.0,85.0,444.0,-20.0,
1,2017-02-13,B6,N656JB,1039,BOS,"Boston, MA",MA,AUS,"Austin, TX",TX,625.0,1018.0,293.0,1698.0,64.0,NASDelay
3,2016-06-29,EV,N11164,4352,EWR,"Newark, NJ",NJ,CVG,"Cincinnati, OH",KY,1522.0,1734.0,132.0,569.0,-21.0,
5,2010-12-17,DL,N374NW,1679,CVG,"Cincinnati, OH",KY,SFO,"San Francisco, CA",CA,920.0,1137.0,317.0,2036.0,117.0,NASDelay
2,2011-08-02,UA,N541UA,483,ORD,"Chicago, IL",IL,PDX,"Portland, OR",OR,2109.0,2335.0,266.0,1739.0,75.0,WeatherDelay
4,2017-04-27,NK,N611NK,847,DEN,"Denver, CO",CO,LAX,"Los Angeles, CA",CA,1505.0,1635.0,150.0,862.0,100.0,NASDelay
1,2010-03-15,CO,N37290,1783,PHX,"Phoenix, AZ",AZ,IAH,"Houston, TX",TX,1015.0,1443.0,148.0,1009.0,34.0,LateAircraftDelay
5,2017-01-27,AA,N3MDAA,1597,DFW,"Dallas/Fort Worth, TX",TX,SLC,"Salt Lake City, UT",UT,1105.0,1257.0,172.0,989.0,-8.0,
5,2017-06-16,AA,N818AA,2029,LAX,"Los Angeles, CA",CA,DEN,"Denver, CO",CO,2055.0,21.0,146.0,862.0,36.0,NASDelay
2,2017-05-23,AS,N523AS,192,FAI,"Fairbanks, AK",AK,ANC,"Anchorage, AK",AK,1120.0,1220.0,60.0,261.0,-16.0,
4,2010-05-20,MQ,N609MQ,3441,DFW,"Dallas/Fort Worth, TX",TX,MAF,"Midland/Odessa, TX",TX,1455.0,1605.0,70.0,309.0,63.0,WeatherDelay
6,2011-03-12,DL,N900DE,1220,ATL,"Atlanta, GA",GA,SRQ,"Sarasota/Bradenton, FL",FL,2106.0,2239.0,93.0,445.0,-9.0,
3,2019-11-27,AS,N491AS,375,EWR,"Newark, NJ",NJ,SFO,"San Francisco, CA",CA,1730.0,2115.0,405.0,2565.0,17.0,NASDelay
6,2017-10-21,AA,N8LHAA,2462,LAX,"Los Angeles, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1405.0,1907.0,182.0,1235.0,-13.0,
1,2010-05-17,EV,N724EV,5408,ATL,"Atlanta, GA",GA,TUL,"Tulsa, OK",OK,2055.0,2203.0,128.0,674.0,93.0,WeatherDelay
2,2011-06-21,WN,N957WN,913,MDW,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,1740.0,1950.0,70.0,307.0,231.0,WeatherDelay
3,2011-04-06,CO,N77867,46,LAX,"Los Angeles, CA",CA,IAH,"Houston, TX",TX,1230.0,1743.0,193.0,1379.0,-11.0,
5,2019-11-29,AA,N119US,1289,CLT,"Charlotte, NC",NC,PWM,"Portland, ME",ME,2034.0,2243.0,129.0,813.0,16.0,CarrierDelay
3,2015-07-29,AA,N760US,1962,FLL,"Fort Lauderdale, FL",FL,CLT,"Charlotte, NC",NC,1259.0,1505.0,126.0,632.0,28.0,NASDelay
5,2010-10-01,9E,88949E,4173,TYS,"Knoxville, TN",TN,DTW,"Detroit, MI",MI,1503.0,1645.0,102.0,443.0,0.0,
4,2016-06-09,AS,N553AS,507,SNA,"Santa Ana, CA",CA,SEA,"Seattle, WA",WA,1555.0,1834.0,159.0,978.0,-9.0,
5,2018-08-17,G4,332NV,829,GSP,"Greer, SC",SC,PIE,"St. Petersburg, FL",FL,1519.0,1651.0,92.0,482.0,-14.0,
4,2015-07-16,UA,N79279,1422,EWR,"Newark, NJ",NJ,SFO,"San Francisco, CA",CA,2019.0,2340.0,381.0,2565.0,-11.0,
7,2010-12-05,XE,N10156,2822,IAH,"Houston, TX",TX,GSP,"Greer, SC",SC,1955.0,2303.0,128.0,838.0,22.0,CarrierDelay
